product_id,avail_ids,product_cover_url,avail_urls
111261363,,https://cdn.modesens.com/availability/dolce-gabbana-multicolor-long-dress-with-all-over-floral-print-in-cotton-woman-104308094?w=400,
110967759,,https://cdn.modesens.com/availability/valentino-round-neck-logo-embroidered-t-shirt-104015928?w=400,
110450892,,https://cdn.modesens.com/availability/the-row-chiara-black-crewneck-t-shirt-in-cotton-woman-blk-103501302?w=400,
111925913,,https://cdn.modesens.com/availability/dolce-gabbana-tweed-lady-jacket-black-104364328?w=400,
110896635,,https://cdn.modesens.com/availability/valentino-garavani-sandals-butter-whiteblack-100413051?w=400,
111371614,,https://cdn.modesens.com/availability/valentino-garavani-rockstud-slide-sandals-women-black-104417120?w=400,
111261362,,https://cdn.modesens.com/availability/dolce-gabbana-cropped-floral-cotton-shirt-white-100556876?w=400,
97074648,,https://cdn.modesens.com/availability/magda-butrym-rosette-one-shoulder-stretch-silk-top-pink-90022887?w=400,
87887203,,https://cdn.modesens.com/availability/81078628?w=400,
102749998,,https://cdn.modesens.com/availability/valentino-bow-detailing-pumps-neutrals-96313340?w=400,
108162286,,https://cdn.modesens.com/availability/burberry-ekd-logo-wool-cashmere-crewneck-sweater-off-white-101230651?w=400,
87263168,,https://cdn.modesens.com/availability/81610930?w=400,
111117287,,https://cdn.modesens.com/availability/dolce-gabbana-white-rose-print-cotton-shorts-ha5kq-rosa-rossa-fb-104164148?w=400,
105580853,,https://cdn.modesens.com/availability/valentino-button-detailing-skirt-white-96394793?w=400,
108061561,,https://cdn.modesens.com/availability/valentino-womens-valentino-garavani-striped-embroidered-cotton-jersey-t-shirt-avorio-blu-101131234?w=400,
66234434,,https://cdn.modesens.com/availability/80520941_3?w=400,
28673818,,https://cdn.modesens.com/availability/dolce-gabbana-floral-print-maxi-skirt-white-102442019?w=400,
110915627,,https://cdn.modesens.com/availability/48253554?w=400,
107558007,,https://cdn.modesens.com/availability/dolce-gabbana-floral-cotton-corset-mini-dress-101953072?w=400,
111924249,,https://cdn.modesens.com/availability/valentino-plusdepois-print-chiffon-top-with-handmade-draping-and-bow-detail-multicolour-104960259?w=400,
14350404,,https://cdn.modesens.com/availability/50931132?w=400,
109673405,,https://cdn.modesens.com/availability/burberry-90mm-check-pattern-mules-brown-98131750?w=400,
111924054,,https://cdn.modesens.com/availability/dolce-gabbana-portofino-low-top-leather-sneakers-with-lateral-monogram-white-104959888?w=400,
110856350,,https://cdn.modesens.com/availability/dolce-gabbana-satin-ballerinas-103933075?w=400,
109864839,,https://cdn.modesens.com/availability/valentino-garavani-heeled-shoes-black-102917984?w=400,
110784440,,https://cdn.modesens.com/availability/burberry-vintage-check-bucket-shoulder-bag-multicolor-98167738?w=400,
110851850,,https://cdn.modesens.com/availability/valentino-brown-split-leather-plaster-caster-loafers-fondant-103901982?w=400,
111998912,,https://cdn.modesens.com/availability/valentino-two-tone-leather-valet-du-roi-ballerinas-burro-tabacco-105037469?w=400,
110602583,,https://cdn.modesens.com/availability/valentino-slingback-pumps-103650479?w=400,
111853244,,https://cdn.modesens.com/availability/valentino-womens-betulla-nero-cropped-bow-embellished-polka-dot-wool-blend-blazer-104890947?w=400,
46920343,,https://cdn.modesens.com/availability/burberry-logo-cotton-jersey-t-shirt-white-81962179?w=400,
97074796,,https://cdn.modesens.com/availability/magda-butrym-crochet-flower-embellished-lace-up-sandals-burgundy-94859230?w=400,
106547491,,https://cdn.modesens.com/availability/dolce-gabbana-sneakers-portofino-61726947?w=400,
106676311,,https://cdn.modesens.com/availability/valentino-floral-applique-ballerinas-schwarz-92524309?w=400,
101670593,,https://cdn.modesens.com/availability/the-row-moveo-distressed-sneaker-blacklight-grey-99101347?w=400,
,,,
,,,
,,,
,,,
,,,
87995951,,https://cdn.modesens.com/availability/totme-knitted-bow-ballerina-flats-black-100101372?w=400,
108944783,,https://cdn.modesens.com/availability/the-row-hereditas-lace-up-flat-black-99059457?w=400,
104674543,,https://cdn.modesens.com/availability/burberry-check-piccola-tote-bag-97780333?w=400,
109045716,,https://cdn.modesens.com/availability/totme-toteme-wool-zipped-jacket-grey-102100062?w=400,
21867537,,https://cdn.modesens.com/availability/38256841?w=400,
64886790,,https://cdn.modesens.com/availability/agolde-astrid-slice-denim-maxi-skirt-blue-84279644?w=400,
90867006,,https://cdn.modesens.com/availability/burberry-check-ekd-drawstring-pull-on-shorts-sand-ip-check-84854396?w=400,
110772499,,https://cdn.modesens.com/availability/burberry-wool-wrap-skirt-with-fringed-hem-103822942?w=400,
111372052,,https://cdn.modesens.com/availability/valentino-garavani-women-macro-check-tweed-mini-skirt-black-104417537?w=400,
111989462,,https://cdn.modesens.com/availability/valentino-pekin-ruffled-silk-blend-top-gold-105062077?w=400,
90071948,,https://cdn.modesens.com/availability/staud-bella-pleated-bodice-midi-fit-and-flare-dress-black-83441244?w=400,
111924814,,https://cdn.modesens.com/availability/farm-rio-cotton-dress-with-multicolor-print-beige-104961290?w=400,
102728244,,https://cdn.modesens.com/availability/valentino-ruffle-trim-mini-dress-pink-95792839?w=400,
109853396,,https://cdn.modesens.com/availability/dolce-gabbana-dresses-black-102906616?w=400,
107487704,,https://cdn.modesens.com/availability/la-doublej-muumuu-silk-dress-miragepi-103558592?w=400,
103527773,,https://cdn.modesens.com/availability/valentino-logo-print-t-shirt-black-96623607?w=400,
97390527,,https://cdn.modesens.com/availability/totme-dress-toteme-woman-color-black-schwarz-90348998?w=400,
108033002,,https://cdn.modesens.com/availability/valentino-logo-plaque-three-quarter-sleeved-blouse-101104967?w=400,
93751618,,https://cdn.modesens.com/availability/45065407?w=400,
110554511,,https://cdn.modesens.com/availability/valentino-cotton-hoodie-with-print-black-103603047?w=400,
108251855,,https://cdn.modesens.com/availability/valentino-viva-superstar-vlogo-canvas-sliders-beige-101315638?w=400,
106660557,,https://cdn.modesens.com/availability/khaite-ny-loop-sandals-black-101248946?w=400,
65445002,,https://cdn.modesens.com/availability/khaite-scarlet-cashmere-cardigan-glaze-90195235?w=400,
108752519,,https://cdn.modesens.com/availability/norma-kamali-stud-embellished-stretch-jersey-jumpsuit-black-101809864?w=400,
105465877,,https://cdn.modesens.com/availability/khaite-2374386-pink-98964319?w=400,
107244844,,https://cdn.modesens.com/availability/dolce-gabbana-multicolor-cotton-dress-100462073?w=400,
111100030,,https://cdn.modesens.com/availability/dolce-gabbana-shoes-black-104448054?w=400,
110939594,,https://cdn.modesens.com/availability/valentino-coeur-royal-earrings-gold-97489149?w=400,
108572856,,https://cdn.modesens.com/availability/magda-butrym-black-top-with-pink-shoulder-detail-101629294?w=400,
111910908,,https://cdn.modesens.com/availability/magda-butrym-classic-3d-flower-silk-blouse-bordeaux-104946496_1?w=400,
55373197,,https://cdn.modesens.com/availability/dolce-gabbana-turtleneck-sweater-black-and-white-92182740?w=400,
23093107,,https://cdn.modesens.com/availability/50931125?w=400,
103854682,,https://cdn.modesens.com/availability/the-row-moveo-fray-detail-sneaker-beigeoff-white-100158016?w=400,
111189312,,https://cdn.modesens.com/availability/dolce-gabbana-satin-pumps-platform-sole-round-toe-bow-detail-104236479?w=400,
111764279,,https://cdn.modesens.com/availability/valentino-foliefoliage-dorsay-heeled-sandals-85-red-104805318?w=400,
111461339,,https://cdn.modesens.com/availability/valentino-womens-medium-blue-denim-wide-leg-floral-trim-denim-jeans-104506527?w=400,
104360809,,https://cdn.modesens.com/availability/burberry-65mm-mews-mules-grun-101716570?w=400,
111019406,,https://cdn.modesens.com/availability/dolce-gabbana-portofino-perforated-logo-leather-sneakers-white-91697168?w=400,
7298931,,https://cdn.modesens.com/availability/25395031_1?w=400,
111474062,,https://cdn.modesens.com/availability/burberry-silk-printed-shirt-with-insigna-shoulder-104519219?w=400,
84587949,,https://cdn.modesens.com/availability/valentino-upvillage-crosta-sneakers-white-100663910?w=400,
108904671,,https://cdn.modesens.com/availability/valentino-85mm-ladycrush-embellished-sandals-gold-98089242?w=400,
106631101,,https://cdn.modesens.com/availability/totme-toteme-women-wool-and-cashmere-long-coat-multicolor-99747894?w=400,
109638061,,https://cdn.modesens.com/availability/totme-toteme-signature-wool-and-cashmere-coat-brown-102692910?w=400,
77177458,,https://cdn.modesens.com/availability/the-row-hereditas-flat-loafer-black-99059456?w=400,
109228366,,https://cdn.modesens.com/availability/dolce-gabbana-black-silk-shirt-with-multicolored-roses-and-yellow-buttons-102276710?w=400,
18850185,,https://cdn.modesens.com/availability/26322561?w=400,
107150046,,https://cdn.modesens.com/availability/61216106_1?w=400,
28001680,,https://cdn.modesens.com/availability/44764191?w=400,
57050250,,https://cdn.modesens.com/availability/71234444_1?w=400,
97074657,,https://cdn.modesens.com/availability/magda-butrym-strapless-stretch-silk-corset-top-black-90022896?w=400,
111106883,,https://cdn.modesens.com/availability/alice-and-olivia-willa-shirt-in-rose-pink-silk-104153298?w=400,
93652643,,https://cdn.modesens.com/availability/agolde-dame-high-rise-wide-leg-jean-showdown-86512928?w=400,
33249009,,https://cdn.modesens.com/availability/40142689?w=400,
61813409,,https://cdn.modesens.com/availability/khaite-marcy-ballet-flats-black-90658669?w=400,
107294644,,https://cdn.modesens.com/availability/totme-toteme-pre-leather-heel-thong-sandals-black-100390302?w=400,
38871782,,https://cdn.modesens.com/availability/44530396?w=400,
103222992,,https://cdn.modesens.com/availability/khaite-ona-ankle-boot-black-97823852?w=400,
104978047,,https://cdn.modesens.com/availability/norma-kamali-boyfriend-elephant-sequined-palazzo-pants-gold-98089731?w=400,
98589269,,https://cdn.modesens.com/availability/burberry-pleated-check-wool-blend-skirt-linden-91583528?w=400,
103861343,,https://cdn.modesens.com/availability/the-row-nobilis-tr-black-leather-boot-100796224?w=400,
110345983,,https://cdn.modesens.com/availability/totme-square-toe-mid-heel-calf-leather-boots-103394940?w=400,
13505673,,https://cdn.modesens.com/availability/51743953?w=400,
20509054,,https://cdn.modesens.com/availability/18163772?w=400,
